Gouvernorat,Price,rooms,Localisation,Description
Tunis,620000.0,4.0,Jardins de Carthage,"un appartement  s+3 de 198,47 m² sis dans une résidence gardée et sécurisée près de tous services aux jardins de carthage.la partie jour se compose dun spacieux salon/ salle à manger avec terrasse, une salle deau dinvités et une cuisine aménagée et équipée (hotte, plaque et four) avec séchoir ouvrant sur une chambre de service.le partie nuit comprend une suite parentale avec des dressings et une salle de bain ainsi que deux chambres à coucher dont une ouvrant sur la terrasse du salon, chacune avec dressing et qui se partagent une salle de bain commune.une place de parking au sous-sol et un cellier sont disponibles.si vous souhaitez visiter le bien nhésitez pas à nous contacter54010782"
Ariana,495000.0,4.0,Chotrana 1,"un spacieux appartement s+3 d'une superficie 157m2 situé dans une petite résidence r+2 gardée et sécurisée à chotrana i-soukra.lappartement se compose comme suit :-un salon avec balcon-un dressing au hall-une cuisine aménagée et équipée (plaque, hotte et four) avec séchoir-une suite parentale avec salle de douche-deux  chambres à coucher avec dressing-une salle de bain commune-une place parking au sous-sol est disponible- l'appartement est  seul sue le palier.si vous souhaitez visiter le bien nhésitez pas à nous contacter54010782"
Ariana,425000.0,3.0,Chotrana 1,"appartements s+2 neufs situés dans une résidence r+2 gardée et sécurisée implantée à chotrana i.revêtement du sol et salles deau et cuisines en grés dans la massemenuiserie extérieure en aluminium avec volet roulant en pvcmenuiserie intérieure et porte dentrée en bois nobleplacards agencéschauffage central installéclimatisation individuelle installédisponibilité :n a21s+2 de 152,65 m² y compris une p.p sous-soldarcom tunisia est à votre disposition pour la visite et vous accompagnera jusquà la réalisation de votre projet dinvestissement54010782"
Ariana,468000.0,3.0,La Soukra,"résidence neuve - darcom tunisia   vous propose à la vente des appartements neufs en type s+2 ,s+3 et s+4 de haut standing situés dans une petite résidence r+2 en cours de finition, dotée d'un très bon emplacement à la soukra, à 3 min de carrefour la marsa.disponibilité :s2 de 108,15 m à 468.000 dt ttc y compris une place parking sous-sols2 de 131,39 m avec jardin 39,3 m à 592.000 dt ttc y compris une place parking sous-sols3 de 161,06 m à 689.000 dt ttc y compris deux places parking sous-sols3 de 160,88 m avec jardin 52,39 m à 784.000 dt ttc y compris deux places parking sous-sols3 de 170,76 m avec jardin 31,47 m à 809.000 dt ttc y compris deux places parking sous-sols4 de  214,47 m à 890.000 dt ttc y compris deux places parking sous-solnhésitez pas à contacter vos conseillers  pour une visite54010782 - 54149000"
Ariana,495000.0,4.0,Chotrana 1,"un spacieux appartement s+3 d'une superficie 157m2 situé dans une petite résidence r+2 gardée et sécurisée à chotrana i-soukra.lappartement se compose comme suit :-un salon avec balcon-un dressing au hall-une cuisine aménagée et équipée (plaque, hotte et four) avec séchoir-une suite parentale avec salle de douche-deux  chambres à coucher avec dressing-une salle de bain commune-une place parking au sous-sol est disponible- l'appartment est  seul sue le palier.si vous souhaitez visiter le bien nhésitez pas à nous contacter54010782"
Manouba,85000.0,2.0,Oued Ellil,appartement s+2rue de chausséepetit jardinpremière main7aja ndhifa barchaw mara7be b nes l kol
Tunis,190000.0,3.0,Bab Bhar,appartement 2 eme  etage a centre ville rue jamel abdenaceursurface 150mprix 190000dt
Tunis,320000.0,2.0,Le Kram,deux appartement rez de chaussée s+3et 1 ere etage s+2a le kram rue 13 aoutprix 320000
Tunis,330000.0,4.0,Cite Mongi Slim,"vendre un s3 situé dans une résidence gardée et sécurisée, avec ascenseur à la marsa (derrière carrefour, route mongi slim).place de parking disponible.superficie : 140m2prix : 330.000 dttél: 20 945 585"
Tunis,450000.0,4.0,Cite Du Stade,a vendre un lumineux s3 situé dans une belle résidence à la marsa (route relais)prix : 450.000 dttél : 20 945 585
Tunis,380000.0,3.0,El Menzah 9,"a vendre un appartement luxueux s+2 à el menzah 9c  .a vendre un appartement luxueux s+2 à el menzah 9c , dans une résidence très agréable , lappartement est spacieux , composé dans sa partie jour d'un  salon salle à manger  , d'une salle d'eau invités,une grande cuisine équipée ( plaque, hotte, four) avec séchoir ; dans sa partie nuit il y a 2 chambres à coucher ,une salle de bain commune ,un placard fans l'une des chambres,un placard dans le couloir , l'appartement est doté du chauffage centrale et 3 climatiseurs ,une place de parking sous sol est à disposition.prix : 380 md .pour plus de renseignement appelez au 52 37 45 36 ."
Ariana,140000.0,4.0,Ariana,terminus métro arianaa vendre apparttement  3 chambres cuisine s d.eau en rdc convient pour habitation ou bureau ou cabinet médicalpropriété dans l indivisionphotos vedio et emplacement par message wattsapp 24757937
Manouba,195000.0,2.0,La Mannouba,"a vendre s+2, 1 er étage, spacieux, salon spacieuse, cuisine équipée, dans une résidence bien sécurisée gardée jour et nuit et avec des caméras de surveillance, bon voisinage, proche de toutes les commodités a ne pas ratermanoubaprix: 195 mdréf-44621tél 51 66 0000tél 55 633 000darbaba(.)tn"
Tunis,650000.0,4.0,Ain Zaghouan,"agence immobilière le carré 9 vous propose à la vente un appartement s3 dune superficie de 175m² situé au 4ème étage dune résidence gardée et sécurisée avec double ascenseur à ain zaghouan nord.la partie jour se compose dun salon donnant sur une terrasse, une cuisine équipée avec un séchoir et une salle d'eau invités.la partie nuit abrite une suite parentale avec sa salle de douche et un balcon, deux chambres à coucher dont une avec dressing et salle de bain commune.lappartement est équipé  du chauffage central, de la climatisation en split et dune place de parking est disponible au sous-sol.pour plus d'informations veuillez nous contacter au 28177388 ou 23219610"
Tunis,235000.0,3.0,El Manar 2,"a vendre un appartement s2 dans un coin  calme et résidentieldécouvrez votre futur chez-vous !ou votre futur investissement locatifun  appartement s2, situé dans un environnement paisiblelappartement est ancien nécessite une rénovationse composant-dun grand salon donnant sur un balcon-deux chambres-une cuisine et un séchoir-une salle deau-une salle de bainbien lumineux presque sans vis-à-visbien orientéles points forts de ce bien sont :-un emplacement privilégié par se proximité  à pieds du lycée, des écoles-lappartement offre aussi une accessibilité des moyens de transports à deux pasfacilitant vos déplacements quotidiens.ce bien est idéal pour les familles à la recherche dun cadre de vie serein, ou bien aussi pour un investisseur cherchant une valeur sûre.pour avoir plus de détails veuillez nous contacter au 98271714"
Ariana,288000.0,3.0,Chotrana 1,fb.7361contacter notre agent en immobilier au 56306032 / 56096179 / 70727279.a vendre un appartement s2 jamais habité au 1er étage sans ascenseur à chotrana 1  sidi sofienne  dans une résidence r2 gardé et sécurisé il se composedeux chambresdressingssalonsalle de baincuisine bien équipée avec plaque hotte four plus un séchoir.chauffage centralclimatisationnb enregistrement 1%
Ariana,365000.0,4.0,La Soukra,"a vendreappartement s+3 à la soukrasuperficie: 155 m²etage: 5ème étage avec ascenseurcomposition:salon avec balconcuisine équipée de hotte, plaque et four avec séchoirtrois chambres à coucher dont deux avec dressingsalle d'eau invitésalle de bain communechauffage centraldeux climatiseursplace de parking sous-solprix 365000 md"
Tunis,270000.0,3.0,El Aouina,"fb.6807contacter notre conseillère en immobilier au 58713586 / 56096179 / 70727279.a vendre un appartement s+3 au rdc dans une résidence bien sécurisée et bien gardée .il se compose dun salon , cuisine équipée avec séchoir plus 3 chambres à coucher , aussi salle de bain et salle deau. lappartement est installé dun chauffage centrale .aussi deux places parking sous sol disponible .agence immobilière ari."
Tunis,300000.0,2.0,El Aouina,"fb.7267contacter notre conseillère en immobilier au 58713586 / 56096179 / 70727279.a vendre un appartement s+2 ( avec meuble ) situé au 4éme étage avec double ascenseur dans une résidence bien sécurisée et bien gardée à cite el wahat .il se compose dun salon , cuisine bien équipée (plaque ,hotte ,four ) avec séchoir et 2 chambres à coucher , plus salle de bain. lappartement est installé dun chauffage centrale et climatiseurs . aussi place de parking sous sol disponible ."
Tunis,340000.0,2.0,El Aouina,"fb.6719contacter notre conseillère en immobilier au 58713586 / 56096179 / 70727279.a vendre un appartement s+2 au 4éme étage avec double ascenseur dans une résidence bien sécurisée et bien gardée .il se compose dun salon avec balcon , cuisine bien équipée avec séchoir et 2 chambres à coucher , plus salle de bain et salle deau. lappartement est installé dun chauffage centrale et climatisation .aussi place parking sous sol disponible .agence immobilière ari."
Tunis,265000.0,2.0,El Aouina,"a vendre à laouina studio ht standing se compose d'un salon, chambre à coucher, sdb, cuisine. p de parking. 265md pour visiter contactez agence immobilière el mostakbel sur 21291414"
Tunis,298000.0,2.0,Sidi Daoud,immobilière maximum propose à la vente un agréable et spacieux appartement à sidi daoued la marsa avec un grand balcon à vue dégagée et une place de parking au sous-sol. l'appartement est dans un quartier résidentiel et une résidence bien entretenue avec un très bon voisinage. titre foncier en règle.
Tunis,215000.0,1.0,El Aouina,"fb.4768contacter notre conseillère en immobilier au 51004658 / 56096179 / 70727279.a vendre un appartement s+1 sur plan direct promoteur dans une nouvelle résidence avec un bon emplacement stratégique proche de tous les commodités à wahat . lappartement est composé dun salon , chambre a coucher avec dressing et douche, cuisine agencée et équipée ( plaque, hotte, four, les éléments de rangements ) plus un séchoir, une salle de bain. lappartement est de haut standing : porte blindée, robinetterie et sanitaire de luxe, dressings, chauffage centrale, climatisation, vidéophone. avec une bonne orientation.place de parking au sous sol sur demande.nb : remise de clé début 2025agence immobilière ari."
Tunis,170000.0,3.0,El Menzah 1,appartement a cité jardin manzah 1 s+1 se compose d'un salon + sale a manger + chambre a coucher + cuisine + sale de douchesurface 100mprix 170000dt
Tunis,305000.0,4.0,La Goulette Port,"a vendre un joli appartement au 2 éme étage (le dernier)composé d' 1 salon,3 chambres a coucher avec dressing,cuisine équipé,séchoir,chauffage central, climatiseur,fenetres menuiserie aluminium."
Tunis,1500000.0,4.0,Marsa Safsaf,"arcane vous propose la location dun appartement à la marsalappartement se compose dun salon salle à manger avec une terrasse offrant une vue mer à couper le souffle, deux chambres à coucher et une suite parentale, une salle de bain et une cuisine totalement équipée.lappartement est entièrement chauffé, climatisé."
